Temperature,Soil_color,Crop,Nitrogen,Phosphorus,Potassium,Fertilizer
25,Dark Brown,Wheat,65,60,55,Urea
25,Dark Brown,Wheat,70,60,55,Urea
25,Dark Brown,Wheat,75,60,55,Urea
25,Dark Brown,Wheat,80,60,55,Urea
25,Dark Brown,Wheat,85,60,55,Urea
25,Dark Brown,Wheat,90,60,55,Urea
25,Dark Brown,Wheat,95,60,55,Urea
25,Dark Brown,Wheat,100,60,55,Urea
25,Black,Groundnut,20,30,20,Chilated Micronutrient
25,Black,Groundnut,25,30,20,Chilated Micronutrient
25,Black,Groundnut,30,30,20,Chilated Micronutrient
30,Black,Groundnut,20,35,25,Chilated Micronutrient
30,Black,Groundnut,25,35,25,Chilated Micronutrient
30,Black,Groundnut,30,35,25,Chilated Micronutrient
25,Black,Groundnut,20,40,20,Chilated Micronutrient
25,Black,Groundnut,25,40,20,Chilated Micronutrient
25,Black,Groundnut,30,40,20,Chilated Micronutrient
30,Black,Groundnut,20,30,25,SSP
30,Black,Groundnut,25,30,25,SSP
30,Black,Groundnut,30,30,25,SSP
25,Black,Groundnut,20,35,20,SSP
25,Black,Groundnut,25,35,20,SSP
25,Black,Groundnut,30,35,20,SSP
30,Black,Groundnut,20,40,25,SSP
30,Black,Groundnut,25,40,25,SSP
30,Black,Groundnut,30,40,25,SSP
25,Black,Groundnut,50,25,30,Chilated Micronutrient
25,Black,Groundnut,55,25,30,Chilated Micronutrient
25,Black,Groundnut,60,25,30,Chilated Micronutrient
30,Black,Groundnut,50,30,35,Chilated Micronutrient
30,Black,Groundnut,55,30,35,Chilated Micronutrient
30,Black,Groundnut,60,30,35,Chilated Micronutrient
25,Black,Groundnut,50,25,40,Chilated Micronutrient
25,Black,Groundnut,55,25,40,Chilated Micronutrient
25,Black,Groundnut,60,25,40,Chilated Micronutrient
30,Black,Groundnut,50,30,30,SSP
30,Black,Groundnut,55,30,30,SSP
30,Black,Groundnut,60,30,30,SSP
25,Black,Groundnut,50,25,35,SSP
25,Black,Groundnut,55,25,35,SSP
25,Black,Groundnut,60,25,35,SSP
30,Black,Groundnut,50,30,40,SSP
30,Black,Groundnut,55,30,40,SSP
30,Black,Groundnut,60,30,40,SSP
25,Black,Groundnut,40,20,20,Chilated Micronutrient
25,Black,Groundnut,45,20,20,Chilated Micronutrient
25,Black,Groundnut,50,20,20,Chilated Micronutrient
30,Black,Groundnut,40,30,30,Chilated Micronutrient
30,Black,Groundnut,45,30,30,Chilated Micronutrient
30,Black,Groundnut,50,30,30,Chilated Micronutrient
25,Black,Groundnut,40,20,30,Chilated Micronutrient
25,Black,Groundnut,45,20,30,Chilated Micronutrient
25,Black,Groundnut,50,20,30,Chilated Micronutrient
30,Black,Groundnut,40,30,20,SSP
30,Black,Groundnut,45,30,20,SSP
30,Black,Groundnut,50,30,20,SSP
20,Dark Brown,Maize,120,60,40,Urea
20,Dark Brown,Maize,125,60,40,Urea
20,Dark Brown,Maize,130,60,40,Urea
20,Dark Brown,Maize,135,60,40,Urea
20,Dark Brown,Maize,140,60,40,Urea
20,Dark Brown,Maize,145,60,40,Urea
20,Dark Brown,Maize,150,60,40,Urea
25,Dark Brown,Maize,120,65,45,Urea
25,Dark Brown,Maize,125,65,45,Urea
25,Dark Brown,Maize,130,65,45,Urea
25,Dark Brown,Maize,135,65,45,Urea
25,Dark Brown,Maize,140,65,45,Urea
25,Dark Brown,Maize,145,65,45,Urea
25,Dark Brown,Maize,150,65,45,Urea
30,Dark Brown,Maize,120,70,50,Urea
30,Dark Brown,Maize,125,70,50,Urea
30,Dark Brown,Maize,130,70,50,Urea
30,Dark Brown,Maize,135,70,50,Urea
30,Dark Brown,Maize,140,70,50,Urea
30,Dark Brown,Maize,145,70,50,Urea
30,Dark Brown,Maize,150,70,50,Urea
20,Dark Brown,Maize,120,75,55,Urea
20,Dark Brown,Maize,125,75,55,Urea
20,Dark Brown,Maize,130,75,55,Urea
20,Dark Brown,Maize,135,75,55,Urea
20,Dark Brown,Maize,140,75,55,Urea
20,Dark Brown,Maize,145,75,55,Urea
20,Dark Brown,Maize,150,75,55,Urea
25,Dark Brown,Maize,120,80,60,Urea
25,Dark Brown,Maize,125,80,60,Urea
25,Dark Brown,Maize,130,80,60,Urea
25,Dark Brown,Maize,135,80,60,Urea
25,Dark Brown,Maize,140,80,60,Urea
25,Dark Brown,Maize,145,80,60,Urea
25,Dark Brown,Maize,150,80,60,Urea
30,Dark Brown,Maize,120,60,45,SSP
30,Dark Brown,Maize,125,60,45,SSP
30,Dark Brown,Maize,130,60,45,SSP
30,Dark Brown,Maize,135,60,45,SSP
30,Dark Brown,Maize,140,60,45,SSP
30,Dark Brown,Maize,145,60,45,SSP
30,Dark Brown,Maize,150,60,45,SSP
20,Dark Brown,Maize,120,65,50,SSP
20,Dark Brown,Maize,125,65,50,SSP
20,Dark Brown,Maize,130,65,50,SSP
20,Dark Brown,Maize,135,65,50,SSP
20,Dark Brown,Maize,140,65,50,SSP
20,Dark Brown,Maize,145,65,50,SSP
20,Dark Brown,Maize,150,65,50,SSP
25,Dark Brown,Maize,120,70,55,SSP
25,Dark Brown,Maize,125,70,55,SSP
25,Dark Brown,Maize,130,70,55,SSP
25,Dark Brown,Maize,135,70,55,SSP
25,Dark Brown,Maize,140,70,55,SSP
25,Dark Brown,Maize,145,70,55,SSP
25,Dark Brown,Maize,150,70,55,SSP
30,Dark Brown,Maize,120,75,60,SSP
30,Dark Brown,Maize,125,75,60,SSP
30,Dark Brown,Maize,130,75,60,SSP
30,Dark Brown,Maize,135,75,60,SSP
30,Dark Brown,Maize,140,75,60,SSP
30,Dark Brown,Maize,145,75,60,SSP
30,Dark Brown,Maize,150,75,60,SSP
20,Dark Brown,Maize,120,80,40,SSP
20,Dark Brown,Maize,125,80,40,SSP
20,Dark Brown,Maize,130,80,40,SSP
20,Dark Brown,Maize,135,80,40,SSP
20,Dark Brown,Maize,140,80,40,SSP
20,Dark Brown,Maize,145,80,40,SSP
20,Dark Brown,Maize,150,80,40,SSP
25,Dark Brown,Maize,120,60,50,MOP
25,Dark Brown,Maize,125,60,50,MOP
25,Dark Brown,Maize,130,60,50,MOP
25,Dark Brown,Maize,135,60,50,MOP
25,Dark Brown,Maize,140,60,50,MOP
25,Dark Brown,Maize,145,60,50,MOP
25,Dark Brown,Maize,150,60,50,MOP
30,Dark Brown,Maize,120,65,55,MOP
30,Dark Brown,Maize,125,65,55,MOP
30,Dark Brown,Maize,130,65,55,MOP
30,Dark Brown,Maize,135,65,55,MOP
30,Dark Brown,Maize,140,65,55,MOP
30,Dark Brown,Maize,145,65,55,MOP
30,Dark Brown,Maize,150,65,55,MOP
20,Dark Brown,Maize,120,70,60,MOP
20,Dark Brown,Maize,125,70,60,MOP
20,Dark Brown,Maize,130,70,60,MOP
20,Dark Brown,Maize,135,70,60,MOP
20,Dark Brown,Maize,140,70,60,MOP
20,Dark Brown,Maize,145,70,60,MOP
20,Dark Brown,Maize,150,70,60,MOP
25,Dark Brown,Maize,120,75,40,MOP
25,Dark Brown,Maize,125,75,40,MOP
25,Dark Brown,Maize,130,75,40,MOP
25,Dark Brown,Maize,135,75,40,MOP
25,Dark Brown,Maize,140,75,40,MOP
25,Dark Brown,Maize,145,75,40,MOP
25,Dark Brown,Maize,150,75,40,MOP
30,Dark Brown,Maize,120,80,45,MOP
30,Dark Brown,Maize,125,80,45,MOP
30,Dark Brown,Maize,130,80,45,MOP
30,Dark Brown,Maize,135,80,45,MOP
30,Dark Brown,Maize,140,80,45,MOP
30,Dark Brown,Maize,145,80,45,MOP
30,Dark Brown,Maize,150,80,45,MOP
20,Dark Brown,Maize,120,60,55,Urea
20,Dark Brown,Maize,125,60,55,Urea
20,Dark Brown,Maize,130,60,55,Urea
20,Dark Brown,Maize,135,60,55,Urea
20,Dark Brown,Maize,140,60,55,Urea
20,Dark Brown,Maize,145,60,55,Urea
20,Dark Brown,Maize,150,60,55,Urea
25,Dark Brown,Maize,120,65,60,Urea
25,Dark Brown,Maize,125,65,60,Urea
25,Dark Brown,Maize,130,65,60,Urea
25,Dark Brown,Maize,135,65,60,Urea
25,Dark Brown,Maize,140,65,60,Urea
25,Dark Brown,Maize,145,65,60,Urea
25,Dark Brown,Maize,150,65,60,Urea
30,Dark Brown,Maize,120,70,40,Urea
30,Dark Brown,Maize,125,70,40,Urea
30,Dark Brown,Maize,130,70,40,Urea
30,Dark Brown,Maize,135,70,40,Urea
30,Dark Brown,Maize,140,70,40,Urea
30,Dark Brown,Maize,145,70,40,Urea
30,Dark Brown,Maize,150,70,40,Urea
20,Dark Brown,Maize,120,75,45,Urea
20,Dark Brown,Maize,125,75,45,Urea
20,Dark Brown,Maize,130,75,45,Urea
20,Dark Brown,Maize,135,75,45,Urea
20,Dark Brown,Maize,140,75,45,Urea
20,Dark Brown,Maize,145,75,45,Urea
20,Dark Brown,Maize,150,75,45,Urea
25,Dark Brown,Maize,120,80,50,Urea
25,Dark Brown,Maize,125,80,50,Urea
25,Dark Brown,Maize,130,80,50,Urea
25,Dark Brown,Maize,135,80,50,Urea
25,Dark Brown,Maize,140,80,50,Urea
25,Dark Brown,Maize,145,80,50,Urea
25,Dark Brown,Maize,150,80,50,Urea
30,Dark Brown,Maize,120,60,60,SSP
30,Dark Brown,Maize,125,60,60,SSP
30,Dark Brown,Maize,130,60,60,SSP
30,Dark Brown,Maize,135,60,60,SSP
30,Dark Brown,Maize,140,60,60,SSP
30,Dark Brown,Maize,145,60,60,SSP
30,Dark Brown,Maize,150,60,60,SSP
20,Dark Brown,Maize,120,65,40,SSP
20,Dark Brown,Maize,125,65,40,SSP
20,Dark Brown,Maize,130,65,40,SSP
20,Dark Brown,Maize,135,65,40,SSP
20,Dark Brown,Maize,140,65,40,SSP
20,Dark Brown,Maize,145,65,40,SSP
20,Dark Brown,Maize,150,65,40,SSP
25,Dark Brown,Maize,120,70,45,SSP
25,Dark Brown,Maize,125,70,45,SSP
25,Dark Brown,Maize,130,70,45,SSP
25,Dark Brown,Maize,135,70,45,SSP
25,Dark Brown,Maize,140,70,45,SSP
25,Dark Brown,Maize,145,70,45,SSP
25,Dark Brown,Maize,150,70,45,SSP
30,Dark Brown,Maize,120,75,50,SSP
30,Dark Brown,Maize,125,75,50,SSP
30,Dark Brown,Maize,130,75,50,SSP
30,Dark Brown,Maize,135,75,50,SSP
30,Dark Brown,Maize,140,75,50,SSP
30,Dark Brown,Maize,145,75,50,SSP
30,Dark Brown,Maize,150,75,50,SSP
20,Dark Brown,Maize,120,80,55,SSP
20,Dark Brown,Maize,125,80,55,SSP
20,Dark Brown,Maize,130,80,55,SSP
20,Dark Brown,Maize,135,80,55,SSP
20,Dark Brown,Maize,140,80,55,SSP
20,Dark Brown,Maize,145,80,55,SSP
20,Dark Brown,Maize,150,80,55,SSP
20,Red,Tur,40,20,20,Urea
20,Red,Tur,45,20,20,Urea
20,Red,Tur,50,20,20,Urea
25,Red,Tur,40,25,25,Urea
25,Red,Tur,45,25,25,Urea
25,Red,Tur,50,25,25,Urea
30,Red,Tur,40,30,30,Urea
30,Red,Tur,45,30,30,Urea
30,Red,Tur,50,30,30,Urea
20,Red,Tur,40,20,25,MOP
20,Red,Tur,45,20,25,MOP
20,Red,Tur,50,20,25,MOP
25,Red,Tur,40,25,30,MOP
25,Red,Tur,45,25,30,MOP
25,Red,Tur,50,25,30,MOP
30,Red,Tur,40,30,20,MOP
30,Red,Tur,45,30,20,MOP
30,Red,Tur,50,30,20,MOP
20,Red,Tur,40,20,30,SSP
20,Red,Tur,45,20,30,SSP
20,Red,Tur,50,20,30,SSP
25,Red,Tur,40,25,20,SSP
25,Red,Tur,45,25,20,SSP
25,Red,Tur,50,25,20,SSP
30,Red,Tur,40,30,25,SSP
30,Red,Tur,45,30,25,SSP
30,Red,Tur,50,30,25,SSP
20,Dark Brown,Urad,20,30,20,Urea
20,Dark Brown,Urad,25,30,20,Urea
20,Dark Brown,Urad,30,30,20,Urea
25,Dark Brown,Urad,20,35,25,Urea
25,Dark Brown,Urad,25,35,25,Urea
25,Dark Brown,Urad,30,35,25,Urea
20,Dark Brown,Urad,20,40,30,Urea
20,Dark Brown,Urad,25,40,30,Urea
20,Dark Brown,Urad,30,40,30,Urea
25,Dark Brown,Urad,20,30,25,SSP
25,Dark Brown,Urad,25,30,25,SSP
25,Dark Brown,Urad,30,30,25,SSP
20,Dark Brown,Urad,20,35,30,SSP
20,Dark Brown,Urad,25,35,30,SSP
20,Dark Brown,Urad,30,35,30,SSP
25,Dark Brown,Urad,20,40,20,SSP
25,Dark Brown,Urad,25,40,20,SSP
25,Dark Brown,Urad,30,40,20,SSP
20,Dark Brown,Urad,20,30,30,DAP
20,Dark Brown,Urad,25,30,30,DAP
20,Dark Brown,Urad,30,30,30,DAP
25,Dark Brown,Urad,20,35,20,DAP
25,Dark Brown,Urad,25,35,20,DAP
25,Dark Brown,Urad,30,35,20,DAP
20,Dark Brown,Urad,20,40,25,DAP
20,Dark Brown,Urad,25,40,25,DAP
20,Dark Brown,Urad,30,40,25,DAP
25,Light Brown,Moong,20,10,5,MOP
25,Light Brown,Moong,25,10,5,MOP
25,Light Brown,Moong,30,10,5,MOP
30,Light Brown,Moong,20,15,10,MOP
30,Light Brown,Moong,25,15,10,MOP
30,Light Brown,Moong,30,15,10,MOP
35,Light Brown,Moong,20,20,15,MOP
35,Light Brown,Moong,25,20,15,MOP
35,Light Brown,Moong,30,20,15,MOP
25,Light Brown,Moong,20,10,10,Urea
25,Light Brown,Moong,25,10,10,Urea
25,Light Brown,Moong,30,10,10,Urea
30,Light Brown,Moong,20,15,15,Urea
30,Light Brown,Moong,25,15,15,Urea
30,Light Brown,Moong,30,15,15,Urea
35,Light Brown,Moong,20,20,5,Urea
35,Light Brown,Moong,25,20,5,Urea
35,Light Brown,Moong,30,20,5,Urea
25,Light Brown,Moong,20,10,15,SSP
25,Light Brown,Moong,25,10,15,SSP
25,Light Brown,Moong,30,10,15,SSP
30,Light Brown,Moong,20,15,5,SSP
30,Light Brown,Moong,25,15,5,SSP
30,Light Brown,Moong,30,15,5,SSP
35,Light Brown,Moong,20,20,10,SSP
35,Light Brown,Moong,25,20,10,SSP
35,Light Brown,Moong,30,20,10,SSP
20,Black,Gram,40,25,10,18:46:00 NPK
20,Black,Gram,45,25,10,18:46:00 NPK
20,Black,Gram,50,25,10,18:46:00 NPK
25,Black,Gram,40,30,15,18:46:00 NPK
25,Black,Gram,45,30,15,18:46:00 NPK
25,Black,Gram,50,30,15,18:46:00 NPK
20,Black,Gram,40,25,15,Sulphur
20,Black,Gram,45,25,15,Sulphur
20,Black,Gram,50,25,15,Sulphur
25,Black,Gram,40,30,10,Sulphur
25,Black,Gram,45,30,10,Sulphur
25,Black,Gram,50,30,10,Sulphur
20,Medium Brown,Masoor,40,20,20,Urea
20,Medium Brown,Masoor,45,20,20,Urea
20,Medium Brown,Masoor,50,20,20,Urea
25,Medium Brown,Masoor,40,25,25,Urea
25,Medium Brown,Masoor,45,25,25,Urea
25,Medium Brown,Masoor,50,25,25,Urea
20,Medium Brown,Masoor,40,20,25,DAP
20,Medium Brown,Masoor,45,20,25,DAP
20,Medium Brown,Masoor,50,20,25,DAP
25,Medium Brown,Masoor,40,25,20,DAP
25,Medium Brown,Masoor,45,25,20,DAP
25,Medium Brown,Masoor,50,25,20,DAP
10,Black,Cotton,100,60,60,Magnesium Sulphate
10,Black,Cotton,105,60,60,Magnesium Sulphate
10,Black,Cotton,110,60,60,Magnesium Sulphate
10,Black,Cotton,115,60,60,Magnesium Sulphate
10,Black,Cotton,120,60,60,Magnesium Sulphate
15,Black,Cotton,100,65,65,Magnesium Sulphate
15,Black,Cotton,105,65,65,Magnesium Sulphate
15,Black,Cotton,110,65,65,Magnesium Sulphate
15,Black,Cotton,115,65,65,Magnesium Sulphate
15,Black,Cotton,120,65,65,Magnesium Sulphate
20,Black,Cotton,100,70,70,Magnesium Sulphate
20,Black,Cotton,105,70,70,Magnesium Sulphate
20,Black,Cotton,110,70,70,Magnesium Sulphate
20,Black,Cotton,115,70,70,Magnesium Sulphate
20,Black,Cotton,120,70,70,Magnesium Sulphate
25,Black,Cotton,100,75,75,Magnesium Sulphate
25,Black,Cotton,105,75,75,Magnesium Sulphate
25,Black,Cotton,110,75,75,Magnesium Sulphate
25,Black,Cotton,115,75,75,Magnesium Sulphate
25,Black,Cotton,120,75,75,Magnesium Sulphate
30,Black,Cotton,100,80,80,Magnesium Sulphate
30,Black,Cotton,105,80,80,Magnesium Sulphate
30,Black,Cotton,110,80,80,Magnesium Sulphate
30,Black,Cotton,115,80,80,Magnesium Sulphate
30,Black,Cotton,120,80,80,Magnesium Sulphate
10,Black,Cotton,100,60,65,DAP
10,Black,Cotton,105,60,65,DAP
10,Black,Cotton,110,60,65,DAP
10,Black,Cotton,115,60,65,DAP
10,Black,Cotton,120,60,65,DAP
15,Black,Cotton,100,65,70,DAP
15,Black,Cotton,105,65,70,DAP
15,Black,Cotton,110,65,70,DAP
15,Black,Cotton,115,65,70,DAP
15,Black,Cotton,120,65,70,DAP
20,Black,Cotton,100,70,75,DAP
20,Black,Cotton,105,70,75,DAP
20,Black,Cotton,110,70,75,DAP
20,Black,Cotton,115,70,75,DAP
20,Black,Cotton,120,70,75,DAP
25,Black,Cotton,100,75,80,DAP
25,Black,Cotton,105,75,80,DAP
25,Black,Cotton,110,75,80,DAP
25,Black,Cotton,115,75,80,DAP
25,Black,Cotton,120,75,80,DAP
30,Black,Cotton,100,80,60,DAP
30,Black,Cotton,105,80,60,DAP
30,Black,Cotton,110,80,60,DAP
30,Black,Cotton,115,80,60,DAP
30,Black,Cotton,120,80,60,DAP
10,Black,Cotton,100,60,70,12:32:16 NPK
10,Black,Cotton,105,60,70,12:32:16 NPK
10,Black,Cotton,110,60,70,12:32:16 NPK
10,Black,Cotton,115,60,70,12:32:16 NPK
10,Black,Cotton,120,60,70,12:32:16 NPK
15,Black,Cotton,100,65,75,12:32:16 NPK
15,Black,Cotton,105,65,75,12:32:16 NPK
15,Black,Cotton,110,65,75,12:32:16 NPK
15,Black,Cotton,115,65,75,12:32:16 NPK
15,Black,Cotton,120,65,75,12:32:16 NPK
20,Black,Cotton,100,70,80,12:32:16 NPK
20,Black,Cotton,105,70,80,12:32:16 NPK
20,Black,Cotton,110,70,80,12:32:16 NPK
20,Black,Cotton,115,70,80,12:32:16 NPK
20,Black,Cotton,120,70,80,12:32:16 NPK
25,Black,Cotton,100,75,60,12:32:16 NPK
25,Black,Cotton,105,75,60,12:32:16 NPK
25,Black,Cotton,110,75,60,12:32:16 NPK
25,Black,Cotton,115,75,60,12:32:16 NPK
25,Black,Cotton,120,75,60,12:32:16 NPK
30,Black,Cotton,100,80,65,12:32:16 NPK
30,Black,Cotton,105,80,65,12:32:16 NPK
30,Black,Cotton,110,80,65,12:32:16 NPK
30,Black,Cotton,115,80,65,12:32:16 NPK
30,Black,Cotton,120,80,65,12:32:16 NPK
10,Black,Cotton,100,60,75,Magnesium Sulphate
10,Black,Cotton,105,60,75,Magnesium Sulphate
10,Black,Cotton,110,60,75,Magnesium Sulphate
10,Black,Cotton,115,60,75,Magnesium Sulphate
10,Black,Cotton,120,60,75,Magnesium Sulphate
15,Black,Cotton,100,65,80,Magnesium Sulphate
15,Black,Cotton,105,65,80,Magnesium Sulphate
15,Black,Cotton,110,65,80,Magnesium Sulphate
15,Black,Cotton,115,65,80,Magnesium Sulphate
15,Black,Cotton,120,65,80,Magnesium Sulphate
20,Black,Cotton,100,70,60,Magnesium Sulphate
20,Black,Cotton,105,70,60,Magnesium Sulphate
20,Black,Cotton,110,70,60,Magnesium Sulphate
20,Black,Cotton,115,70,60,Magnesium Sulphate
20,Black,Cotton,120,70,60,Magnesium Sulphate
25,Black,Cotton,100,75,65,Magnesium Sulphate
25,Black,Cotton,105,75,65,Magnesium Sulphate
25,Black,Cotton,110,75,65,Magnesium Sulphate
25,Black,Cotton,115,75,65,Magnesium Sulphate
25,Black,Cotton,120,75,65,Magnesium Sulphate
30,Black,Cotton,100,80,70,Magnesium Sulphate
30,Black,Cotton,105,80,70,Magnesium Sulphate
30,Black,Cotton,110,80,70,Magnesium Sulphate
30,Black,Cotton,115,80,70,Magnesium Sulphate
30,Black,Cotton,120,80,70,Magnesium Sulphate
10,Black,Cotton,100,60,80,DAP
10,Black,Cotton,105,60,80,DAP
10,Black,Cotton,110,60,80,DAP
10,Black,Cotton,115,60,80,DAP
10,Black,Cotton,120,60,80,DAP
15,Black,Cotton,100,65,60,DAP
15,Black,Cotton,105,65,60,DAP
15,Black,Cotton,110,65,60,DAP
15,Black,Cotton,115,65,60,DAP
15,Black,Cotton,120,65,60,DAP
20,Black,Cotton,100,70,65,DAP
20,Black,Cotton,105,70,65,DAP
20,Black,Cotton,110,70,65,DAP
20,Black,Cotton,115,70,65,DAP
20,Black,Cotton,120,70,65,DAP
25,Black,Cotton,100,75,70,DAP
25,Black,Cotton,105,75,70,DAP
25,Black,Cotton,110,75,70,DAP
25,Black,Cotton,115,75,70,DAP
25,Black,Cotton,120,75,70,DAP
30,Black,Cotton,100,80,75,DAP
30,Black,Cotton,105,80,75,DAP
30,Black,Cotton,110,80,75,DAP
30,Black,Cotton,115,80,75,DAP
30,Black,Cotton,120,80,75,DAP
20,Red,Jowar,50,30,20,10:26:26 NPK
20,Red,Jowar,55,30,20,10:26:26 NPK
20,Red,Jowar,60,30,20,10:26:26 NPK
25,Red,Jowar,50,35,25,10:26:26 NPK
25,Red,Jowar,55,35,25,10:26:26 NPK
25,Red,Jowar,60,35,25,10:26:26 NPK
30,Red,Jowar,50,40,30,10:26:26 NPK
30,Red,Jowar,55,40,30,10:26:26 NPK
30,Red,Jowar,60,40,30,10:26:26 NPK
20,Red,Jowar,50,30,25,Urea
20,Red,Jowar,55,30,25,Urea
20,Red,Jowar,60,30,25,Urea
25,Red,Jowar,50,35,30,Urea
25,Red,Jowar,55,35,30,Urea
25,Red,Jowar,60,35,30,Urea
30,Red,Jowar,50,40,20,Urea
30,Red,Jowar,55,40,20,Urea
30,Red,Jowar,60,40,20,Urea
20,Red,Jowar,50,30,30,SSP
20,Red,Jowar,55,30,30,SSP
20,Red,Jowar,60,30,30,SSP
25,Red,Jowar,50,35,20,SSP
25,Red,Jowar,55,35,20,SSP
25,Red,Jowar,60,35,20,SSP
30,Red,Jowar,50,40,25,SSP
30,Red,Jowar,55,40,25,SSP
30,Red,Jowar,60,40,25,SSP
15,Red,Wheat,60,40,40,19:19:19 NPK
15,Red,Wheat,65,40,40,19:19:19 NPK
15,Red,Wheat,70,40,40,19:19:19 NPK
15,Red,Wheat,75,40,40,19:19:19 NPK
15,Red,Wheat,80,40,40,19:19:19 NPK
20,Red,Wheat,60,45,45,19:19:19 NPK
20,Red,Wheat,65,45,45,19:19:19 NPK
20,Red,Wheat,70,45,45,19:19:19 NPK
20,Red,Wheat,75,45,45,19:19:19 NPK
20,Red,Wheat,80,45,45,19:19:19 NPK
25,Red,Wheat,60,50,50,19:19:19 NPK
25,Red,Wheat,65,50,50,19:19:19 NPK
25,Red,Wheat,70,50,50,19:19:19 NPK
25,Red,Wheat,75,50,50,19:19:19 NPK
25,Red,Wheat,80,50,50,19:19:19 NPK
30,Red,Wheat,60,55,55,19:19:19 NPK
30,Red,Wheat,65,55,55,19:19:19 NPK
30,Red,Wheat,70,55,55,19:19:19 NPK
30,Red,Wheat,75,55,55,19:19:19 NPK
30,Red,Wheat,80,55,55,19:19:19 NPK
15,Red,Wheat,60,60,60,19:19:19 NPK
15,Red,Wheat,65,60,60,19:19:19 NPK
15,Red,Wheat,70,60,60,19:19:19 NPK
15,Red,Wheat,75,60,60,19:19:19 NPK
15,Red,Wheat,80,60,60,19:19:19 NPK
20,Red,Wheat,60,40,45,Urea
20,Red,Wheat,65,40,45,Urea
20,Red,Wheat,70,40,45,Urea
20,Red,Wheat,75,40,45,Urea
20,Red,Wheat,80,40,45,Urea
25,Red,Wheat,60,45,50,Urea
25,Red,Wheat,65,45,50,Urea
25,Red,Wheat,70,45,50,Urea
25,Red,Wheat,75,45,50,Urea
25,Red,Wheat,80,45,50,Urea
30,Red,Wheat,60,50,55,Urea
30,Red,Wheat,65,50,55,Urea
30,Red,Wheat,70,50,55,Urea
30,Red,Wheat,75,50,55,Urea
30,Red,Wheat,80,50,55,Urea
15,Red,Wheat,60,55,60,Urea
15,Red,Wheat,65,55,60,Urea
15,Red,Wheat,70,55,60,Urea
15,Red,Wheat,75,55,60,Urea
15,Red,Wheat,80,55,60,Urea
20,Red,Wheat,60,60,40,Urea
20,Red,Wheat,65,60,40,Urea
20,Red,Wheat,70,60,40,Urea
20,Red,Wheat,75,60,40,Urea
20,Red,Wheat,80,60,40,Urea
25,Red,Wheat,60,40,50,19:19:19 NPK
25,Red,Wheat,65,40,50,19:19:19 NPK
25,Red,Wheat,70,40,50,19:19:19 NPK
25,Red,Wheat,75,40,50,19:19:19 NPK
25,Red,Wheat,80,40,50,19:19:19 NPK
30,Red,Wheat,60,45,55,19:19:19 NPK
30,Red,Wheat,65,45,55,19:19:19 NPK
30,Red,Wheat,70,45,55,19:19:19 NPK
30,Red,Wheat,75,45,55,19:19:19 NPK
30,Red,Wheat,80,45,55,19:19:19 NPK
15,Red,Wheat,60,50,60,19:19:19 NPK
15,Red,Wheat,65,50,60,19:19:19 NPK
15,Red,Wheat,70,50,60,19:19:19 NPK
15,Red,Wheat,75,50,60,19:19:19 NPK
15,Red,Wheat,80,50,60,19:19:19 NPK
20,Red,Wheat,60,55,40,19:19:19 NPK
20,Red,Wheat,65,55,40,19:19:19 NPK
20,Red,Wheat,70,55,40,19:19:19 NPK
20,Red,Wheat,75,55,40,19:19:19 NPK
20,Red,Wheat,80,55,40,19:19:19 NPK
25,Red,Wheat,60,60,45,19:19:19 NPK
25,Red,Wheat,65,60,45,19:19:19 NPK
25,Red,Wheat,70,60,45,19:19:19 NPK
25,Red,Wheat,75,60,45,19:19:19 NPK
25,Red,Wheat,80,60,45,19:19:19 NPK
30,Red,Wheat,60,40,55,Urea
30,Red,Wheat,65,40,55,Urea
30,Red,Wheat,70,40,55,Urea
30,Red,Wheat,75,40,55,Urea
30,Red,Wheat,80,40,55,Urea
15,Red,Wheat,60,45,60,Urea
15,Red,Wheat,65,45,60,Urea
15,Red,Wheat,70,45,60,Urea
15,Red,Wheat,75,45,60,Urea
15,Red,Wheat,80,45,60,Urea
20,Red,Wheat,60,50,40,Urea
20,Red,Wheat,65,50,40,Urea
20,Red,Wheat,70,50,40,Urea
20,Red,Wheat,75,50,40,Urea
20,Red,Wheat,80,50,40,Urea
25,Red,Wheat,60,55,45,Urea
25,Red,Wheat,65,55,45,Urea
25,Red,Wheat,70,55,45,Urea
25,Red,Wheat,75,55,45,Urea
25,Red,Wheat,80,55,45,Urea
30,Red,Wheat,60,60,50,Urea
30,Red,Wheat,65,60,50,Urea
30,Red,Wheat,70,60,50,Urea
30,Red,Wheat,75,60,50,Urea
30,Red,Wheat,80,60,50,Urea
15,Red,Wheat,60,40,60,19:19:19 NPK
15,Red,Wheat,65,40,60,19:19:19 NPK
15,Red,Wheat,70,40,60,19:19:19 NPK
15,Red,Wheat,75,40,60,19:19:19 NPK
15,Red,Wheat,80,40,60,19:19:19 NPK
20,Red,Wheat,60,45,40,19:19:19 NPK
20,Red,Wheat,65,45,40,19:19:19 NPK
20,Red,Wheat,70,45,40,19:19:19 NPK
20,Red,Wheat,75,45,40,19:19:19 NPK
20,Red,Wheat,80,45,40,19:19:19 NPK
25,Red,Wheat,60,50,45,19:19:19 NPK
25,Red,Wheat,65,50,45,19:19:19 NPK
25,Red,Wheat,70,50,45,19:19:19 NPK
